Title,Year,Company,Form,Episodes,Genres,Link
Kaze no Stigma,2007,,TV ,23,"Action,Fantasy,Magic",https://www.animeunity.tv/anime/1249-kaze-no-stigma/
Keijo!!!!!!!!,2016,,TV ,12,"Action,Ecchi,Shounen",https://www.animeunity.tv/anime/1125-keijo/
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana,2019,,TV ,12,"Action,Police,",https://www.animeunity.tv/anime/1641-keishichou-tokumubu-tokushu-kyouakuhan-taisakushitsu-dainanaka-tokunana/
Kekkai Sensen,  2015,BONES  ,TV ,11,"Action,Comedy,Fantasy",https://www.animeunity.tv/anime/447-kekkai-sensen/
Kekkai Sensen & Beyond,  2017,BONES  ,TV ,12,"Action,Fantasy,Super Power",https://www.animeunity.tv/anime/68-kekkai-sensen-beyond/
Kekkaishi,2006,,TV ,52,"Adventure,Comedy,Fantasy",https://www.animeunity.tv/anime/986-kekkaishi/
Kemeko Deluxe!,  2008,Hal Film Maker  ,TV ,12,"Action,Comedy,Ecchi",https://www.animeunity.tv/anime/3293-kemeko-deluxe/
"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",  2008,Hal Film Maker  ,Special ,1,Ecchi,https://www.animeunity.tv/anime/3294-kemeko-deluxe-izumi-chan-fukenkou-yo-kari/
Kemono Jihen,  2021,Ajia-Do  ,TV ,12,"Action,Demons,Mystery",https://www.animeunity.tv/anime/2928-kemono-jihen/
Kemono no Souja Erin,2009,,TV ,50,"Drama,Fantasy,Slice of Life",https://www.animeunity.tv/anime/2086-kemono-no-souja-erin/
Kemonozume,  2006,Madhouse  ,TV ,13,"Action,Horror,Romance",https://www.animeunity.tv/anime/3874-kemonozume/
Kemurikusa (TV),  2019,Yaoyorozu  ,TV ,12,"Fantasy,Sci-fi,",https://www.animeunity.tv/anime/3728-kemurikusa-tv/
Ken En Ken: Aoki Kagayaki,  2018,Studio Deen  ,TV ,13,"Action,Adventure,Demons",https://www.animeunity.tv/anime/3500-ken-en-ken-aoki-kagayaki/
Ken il guerriero (ITA),  1984,Toei Animation  ,TV ,109,"Action,Drama,Martial Arts",https://www.animeunity.tv/anime/3478-ken-il-guerriero-ita/
Ken il guerriero 2 (ITA),  1987,Toei Animation  ,TV ,43,"Action,Drama,Martial Arts",https://www.animeunity.tv/anime/3479-ken-il-guerriero-2-ita/
Kengan Ashura,2019,,ONA ,12,"Action,Martial Arts,",https://www.animeunity.tv/anime/1764-kengan-ashura/
Kengan Ashura (ITA),2019,,ONA ,12,"Action,Martial Arts,",https://www.animeunity.tv/anime/1255-kengan-ashura-ita/
Kengan Ashura 2,2019,,ONA ,12,"Action,Martial Arts,",https://www.animeunity.tv/anime/1763-kengan-ashura-2/
Kengan Ashura 2 (ITA),2019,,ONA ,12,"Action,Martial Arts,",https://www.animeunity.tv/anime/1941-kengan-ashura-2-ita/
Kenja no Deshi wo Nanoru Kenja,  2022,Studio A-CAT  ,TV ,12,"Adventure,Fantasy,",https://www.animeunity.tv/anime/3464-kenja-no-deshi-wo-nanoru-kenja/
Kenja no Mago,2019,,TV ,12,"Action,Comedy,Fantasy",https://www.animeunity.tv/anime/455-kenja-no-mago/
Kenka Banchou Otome: Girl Beats Boys,  2017,project No.9 A-Real  ,TV ,12,"Action,Martial Arts,School",https://www.animeunity.tv/anime/825-kenka-banchou-otome-girl-beats-boys/
Kenpuu Denki Berserk,1997,,TV ,25,"Action,Adventure,Demons",https://www.animeunity.tv/anime/566-kenpuu-denki-berserk/
Kenzen Robo Daimidaler,2014,,TV ,12,"Comedy,Ecchi,Mecha",https://www.animeunity.tv/anime/2179-kenzen-robo-daimidaler/
Keppeki Danshi! Aoyama-kun,  2017,Studio Hibari  ,TV ,12,"Comedy,Seinen,Sports",https://www.animeunity.tv/anime/1951-keppeki-danshi-aoyama-kun/
Keroro (ITA),  2004,Sunrise  ,TV ,155,"Comedy,Mecha,Parody",https://www.animeunity.tv/anime/2308-keroro-ita/
Kiddy GiRL-AND,  2009,Satelight  ,TV ,24,"Action,Comedy,Sci-fi",https://www.animeunity.tv/anime/3672-kiddy-girl-and/
Kiddy Grade,  2002,Gonzo  ,TV ,24,"Action,Ecchi,Mecha",https://www.animeunity.tv/anime/3637-kiddy-grade/
Kiitarou Shounen no Youkai Enikki,  2016,Creators in Pack  ,TV ,12,"Comedy,Supernatural,",https://www.animeunity.tv/anime/2773-kiitarou-shounen-no-youkai-enikki/
Kikoushi Enma,  2006,Brain's Base  ,OVA ,4,"Demons,Ecchi,Fantasy",https://www.animeunity.tv/anime/2446-kikoushi-enma/
Kill la Kill,  2013,Trigger  ,TV ,24,"Action,Comedy,Ecchi",https://www.animeunity.tv/anime/2633-kill-la-kill/
Kill la Kill Specials,  2014,Trigger  ,Special ,1,"Action,Comedy,School",https://www.animeunity.tv/anime/3574-kill-la-kill-specials/
Killing Bites,2018,,TV ,12,"Action,Ecchi,Sci-fi",https://www.animeunity.tv/anime/47-killing-bites/
Kimi ga Aruji de Shitsuji ga Ore de,2008,,TV ,13,"Comedy,Ecchi,Harem",https://www.animeunity.tv/anime/1697-kimi-ga-aruji-de-shitsuji-ga-ore-de/
Kimi ga Nozomu Eien,2003,,TV ,14,"Drama,Romance,Slice of Life",https://www.animeunity.tv/anime/2274-kimi-ga-nozomu-eien/
Kimi ga Nozomu Eien: Next Season,2007,,OVA ,4,"Drama,Romance,",https://www.animeunity.tv/anime/2275-kimi-ga-nozomu-eien-next-season/
Kimi ni Todoke,2009,,TV ,25,"Drama,Romance,School",https://www.animeunity.tv/anime/1631-kimi-ni-todoke/
Kimi ni Todoke 2nd Season,2011,,TV ,12,"Drama,Romance,School",https://www.animeunity.tv/anime/1632-kimi-ni-todoke-2nd-season/
Kimi ni Todoke 2nd Season Specials,2011,,Special ,3,"Comedy,Romance,Shoujo",https://www.animeunity.tv/anime/1633-kimi-ni-todoke-2nd-season-specials/
Kimi no Hikari: Asagao to Kase-san.,  2017,Zexcs  ,ONA ,1,"Music,Romance,School",https://www.animeunity.tv/anime/3062-kimi-no-hikari-asagao-to-kase-san/
Kimi no Iru Machi,2013,,TV ,12,"Drama,Romance,Shounen",https://www.animeunity.tv/anime/2131-kimi-no-iru-machi/
Kimi no Iru Machi OVA,2014,,OVA ,2,"Drama,Romance,Shounen",https://www.animeunity.tv/anime/2133-kimi-no-iru-machi-ova/
Kimi no Iru Machi: Tasogare Kousaten,2012,,OVA ,2,"Drama,Romance,School",https://www.animeunity.tv/anime/2132-kimi-no-iru-machi-tasogare-kousaten/
Kimi no Koe wo Todoketai,  2017,Madhouse  ,Movie ,1,"Drama,Music,Slice of Life",https://www.animeunity.tv/anime/3947-kimi-no-koe-wo-todoketai/
Kimi to Boku.,2011,,TV ,13,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/1351-kimi-to-boku/
Kimi to Boku. 2,2012,,TV ,13,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/1352-kimi-to-boku-2/
KimiKiss Pure Rouge,  2007,J.C.Staff  ,TV ,24,"Drama,Romance,School",https://www.animeunity.tv/anime/4014-kimikiss-pure-rouge/
KimiKiss Pure Rouge: Love Fighter,  2008,J.C.Staff  ,Special ,1,"Romance,School,",https://www.animeunity.tv/anime/4015-kimikiss-pure-rouge-love-fighter/
King of Prism: Shiny Seven Stars,2019,,TV ,12,"Music,Shounen,Sports",https://www.animeunity.tv/anime/1600-king-of-prism-shiny-seven-stars/
King's Raid: Ishi wo Tsugumono-tachi,  2020,"OLM, Sunrise Beyond  ",TV ,26,"Action,Adventure,Fantasy",https://www.animeunity.tv/anime/2808-kings-raid-ishi-wo-tsugumono-tachi/
Kingdom,2012,,TV ,38,"Action,Historical,Military",https://www.animeunity.tv/anime/995-kingdom/
Kingdom 2,2013,,TV ,39,"Action,Historical,Military",https://www.animeunity.tv/anime/996-kingdom-2/
Kingdom 3,  2021,"Pierrot Plus, Studio Signpost  ",TV ,26,"Historical,Military,Seinen",https://www.animeunity.tv/anime/3218-kingdom-3/
Kingdom 4,  2022,Studio Pierrot - Studio Signpost  ,TV ,26,"Action,Historical,Military",https://www.animeunity.tv/anime/3693-kingdom-4/
Kiniro Mosaic,2013,,TV ,12,"Comedy,School,Seinen",https://www.animeunity.tv/anime/1301-kiniro-mosaic/
Kiniro no Corda: Blue♪Sky,  2014,TYO Animations  ,TV ,12,"Harem,Music,School",https://www.animeunity.tv/anime/2719-kiniro-no-corda-bluesky/
Kiniro no Corda: Primo Passo,2006,,TV ,25,"Comedy,Drama,Harem",https://www.animeunity.tv/anime/2366-kiniro-no-corda-primo-passo/
Kiniro no Corda: Secondo Passo,2009,,Special ,2,"Harem,Music,School",https://www.animeunity.tv/anime/2367-kiniro-no-corda-secondo-passo/
Kino no Tabi: The Beautiful World,2003,,TV ,13,"Action,Adventure,Psychological",https://www.animeunity.tv/anime/910-kino-no-tabi-the-beautiful-world/
Kino no Tabi: The Beautiful World - The Animated Series,2017,,TV ,12,"Action,Adventure,Slice of Life",https://www.animeunity.tv/anime/614-kino-no-tabi-the-beautiful-world-the-animated-series/
Kirarin☆Revolution,2006,,TV ,102,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/2431-kirarinrevolution/
Kiratto Pri-chan,2018,,TV ,51,"Magic,Music,Shoujo",https://www.animeunity.tv/anime/1676-kiratto-pri-chan/
Kirby: Right Back at Ya! (ITA),  2001,Studio Sign  ,TV ,100,"Action,Adventure,Comedy",https://www.animeunity.tv/anime/2700-kirby-right-back-at-ya-ita/
Kirepapa,2008,,OVA ,2,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/1896-kirepapa/
Kiseijuu: Sei no Kakuritsu,  2014,MADHOUSE  ,TV ,24,"Action,Drama,Horror",https://www.animeunity.tv/anime/2635-kiseijuu-sei-no-kakuritsu/
Kiseijuu: Sei no Kakuritsu (ITA),  2014,MADHOUSE  ,TV ,24,"Action,Drama,Horror",https://www.animeunity.tv/anime/2634-kiseijuu-sei-no-kakuritsu-ita/
Kishibe Rohan wa Ugokanai,  2017,David Production  ,OVA ,4,"Action,Mystery,Shounen",https://www.animeunity.tv/anime/2965-kishibe-rohan-wa-ugokanai/
Kishibe Rohan wa Ugokanai (ITA),  2017,David Production  ,OVA ,4,"Action,Mystery,Shounen",https://www.animeunity.tv/anime/2966-kishibe-rohan-wa-ugokanai-ita/
Kishin Houkou Demonbane (TV),  2006,View Works  ,TV ,12,"Action,Ecchi,Harem",https://www.animeunity.tv/anime/2867-kishin-houkou-demonbane-tv/
Kishuku Gakkou no Juliet,2018,,TV ,12,"Action,Comedy,Romance",https://www.animeunity.tv/anime/292-kishuku-gakkou-no-juliet/
"Kiss Me, Licia (ITA)",1983,,TV ,42,"Comedy,Romance,Shoujo",https://www.animeunity.tv/anime/2172-kiss-me-licia-ita/
Kiss x Sis,2008,,OVA ,12,"Comedy,Ecchi,Harem",https://www.animeunity.tv/anime/462-kiss-x-sis/
Kiss x Sis (TV),2010,,TV ,12,"Comedy,Ecchi,Harem",https://www.animeunity.tv/anime/247-kiss-x-sis-tv/
Kitsune no Koe,  2018,Yumeta Company  ,TV ,12,Music,https://www.animeunity.tv/anime/3502-kitsune-no-koe/
Kitsutsuki Tanteidokoro,2020,,TV ,12,"Historical,Mystery,",https://www.animeunity.tv/anime/2218-kitsutsuki-tanteidokoro/
Kiznaiver,2016,,TV ,12,"Drama,Romance,Sci-fi",https://www.animeunity.tv/anime/463-kiznaiver/
Kizumonogatari I: Tekketsu-hen,2016,,Movie ,1,"Mystery,Supernatural,Vampire",https://www.animeunity.tv/anime/526-kizumonogatari-i-tekketsu-hen/
Kizumonogatari II: Nekketsu-hen,2016,,Movie ,1,"Action,Mystery,Supernatural",https://www.animeunity.tv/anime/524-kizumonogatari-ii-nekketsu-hen/
Kizumonogatari III: Reiketsu-hen,2017,,Movie ,1,"Action,Mystery,Supernatural",https://www.animeunity.tv/anime/525-kizumonogatari-iii-reiketsu-hen/
Knight's & Magic,2017,,TV ,13,"Action,Fantasy,Mecha",https://www.animeunity.tv/anime/1310-knights-magic/
Knights of Sidonia,  2014,Polygon Pictures  ,TV ,12,"Action,Mecha,Sci-fi",https://www.animeunity.tv/anime/3071-knights-of-sidonia/
Knights of Sidonia: Battle for Planet Nine,  2015,Polygon Pictures  ,TV ,12,"Action,Mecha,Sci-fi",https://www.animeunity.tv/anime/3072-knights-of-sidonia-battle-for-planet-nine/
Knights of Sidonia: Love Woven in the Stars,  2021,Polygon Pictures  ,Movie ,1,"Action,Mecha,Sci-fi",https://www.animeunity.tv/anime/3742-knights-of-sidonia-love-woven-in-the-stars/
Kobayashi ga Kawai sugite Tsurai!!,2013,,OVA ,2,"Romance,School,Shoujo",https://www.animeunity.tv/anime/2677-kobayashi-ga-kawai-sugite-tsurai/
Kobayashi-san Chi no Maid Dragon,2017,,TV ,13,"Comedy,Fantasy,Slice of Life",https://www.animeunity.tv/anime/618-kobayashi-san-chi-no-maid-dragon/
Kobayashi-san Chi no Maid Dragon S,  2021,Kyoto Animation  ,TV ,12,"Comedy,Fantasy,Slice of Life",https://www.animeunity.tv/anime/3142-kobayashi-san-chi-no-maid-dragon-s/
Kobayashi-san Chi no Maid Dragon S Short Animation Series,  2021,Kyoto Animation  ,ONA ,13,Comedy,https://www.animeunity.tv/anime/3021-kobayashi-san-chi-no-maid-dragon-s-short-animation-series/
Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon Desu,  2022,Kyoto Animation  ,Special ,1,"Comedy,Fantasy,Slice of Life",https://www.animeunity.tv/anime/3481-kobayashi-san-chi-no-maid-dragon-s-nippon-no-omotenashi-attend-wa-dragon-desu/
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinai",2017,,Special ,1,"Comedy,Fantasy,Slice of Life",https://www.animeunity.tv/anime/619-kobayashi-san-chi-no-maid-dragon-valentine-soshite-onsen-amari-kitai-shinai/
Kochouki: Wakaki Nobunaga,2019,,TV ,12,"Action,Drama,Historical",https://www.animeunity.tv/anime/1463-kochouki-wakaki-nobunaga/
Kodomo no Jikan,  2007,Diomedea  ,TV ,12,"Comedy,Drama,Ecchi",https://www.animeunity.tv/anime/2631-kodomo-no-jikan/
Kodomo no Jikan: Ni Gakki,  2009,Diomedea  ,OVA ,3,"Comedy,Ecchi,School",https://www.animeunity.tv/anime/2638-kodomo-no-jikan-ni-gakki/
Koi Kaze,  2004,A.C.G.T.  ,TV ,13,"Drama,Psychological,Romance",https://www.animeunity.tv/anime/4035-koi-kaze/
Koi Koi 7,2005,,TV ,13,"Comedy,Harem,Romance",https://www.animeunity.tv/anime/2198-koi-koi-7/
Koi to Producer: EVOL×LOVE,  2020,MAPPA  ,TV ,12,"Music,Romance,Shoujo",https://www.animeunity.tv/anime/2489-koi-to-producer-evollove/
Koi to Senkyo to Chocolate,  2012,AIC Build  ,TV ,12,"Drama,Romance,School",https://www.animeunity.tv/anime/257-koi-to-senkyo-to-chocolate/
Koi to Senkyo to Chocolate: Koi Imouto!,2013,,Special ,1,"Drama,Romance,School",https://www.animeunity.tv/anime/579-koi-to-senkyo-to-chocolate-koi-imouto/
Koi to Uso,  2017,LIDENFILMS  ,TV ,12,"Drama,Romance,School",https://www.animeunity.tv/anime/593-koi-to-uso/
Koi to Uso OVA,  2018,LIDENFILMS  ,TV ,1,"Drama,Romance,School",https://www.animeunity.tv/anime/1436-koi-to-uso-ova/
Koi to Yobu ni wa Kimochi Warui,  2021,Nomad  ,TV ,12,"Comedy,Romance,",https://www.animeunity.tv/anime/3002-koi-to-yobu-ni-wa-kimochi-warui/
Koi wa Ameagari no You ni,  2018,Wit Studio  ,TV ,12,"Drama,Romance,Seinen",https://www.animeunity.tv/anime/1142-koi-wa-ameagari-no-you-ni/
Koisuru Asteroid,2020,,TV ,12,"Comedy,School,Slice of Life",https://www.animeunity.tv/anime/1983-koisuru-asteroid/
Koisuru Boukun,2010,,OVA ,2,"Comedy,Romance,Yaoi",https://www.animeunity.tv/anime/1895-koisuru-boukun/
Koisuru Tenshi Angelique: Kagayaki no Ashita,2007,,TV ,12,"Drama,Fantasy,Harem",https://www.animeunity.tv/anime/2392-koisuru-tenshi-angelique-kagayaki-no-ashita/
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,2006,,TV ,13,"Adventure,Comedy,Drama",https://www.animeunity.tv/anime/2391-koisuru-tenshi-angelique-kokoro-no-mezameru-toki/
Kokkoku,2018,,TV ,12,"Drama,Mystery,Psychological",https://www.animeunity.tv/anime/937-kokkoku/
Kokoro Connect,2012,,TV ,13,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/92-kokoro-connect/
Kokoro Connect: Michi Random,  2012,SILVER LINK.  ,Special ,4,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/3295-kokoro-connect-michi-random/
Kokoro ga Sakebitagatterunda.,  2015,A-1 Pictures  ,Movie ,1,"Drama,Romance,School",https://www.animeunity.tv/anime/2866-kokoro-ga-sakebitagatterunda/
Komi Can't Communicate,  2021,OLM  ,TV ,12,"Comedy,School,Shounen",https://www.animeunity.tv/anime/3235-komi-cant-communicate/
Komi Can't Communicate (ITA),  2021,OLM  ,TV ,12,"Comedy,School,Shounen",https://www.animeunity.tv/anime/3512-komi-cant-communicate-ita/
Komi Can't Communicate 2,  2022,OLM  ,TV ,12,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/3646-komi-cant-communicate-2/
Komi Can't Communicate 2 (ITA),  2022,OLM  ,TV ,12,"Comedy,Romance,School",https://www.animeunity.tv/anime/3997-komi-cant-communicate-2-ita/
Komori-san wa Kotowarenai!,2015,,TV ,12,"Comedy,School,Slice of Life",https://www.animeunity.tv/anime/2296-komori-san-wa-kotowarenai/
Konbini Kareshi,2017,,TV ,12,"Romance,Slice of Life,",https://www.animeunity.tv/anime/1974-konbini-kareshi/
Kono Bijutsubu ni wa Mondai ga Aru!,2016,,TV ,12,"Comedy,Romance,School",https://www.animeunity.tv/anime/2111-kono-bijutsubu-ni-wa-mondai-ga-aru/
"Kono Danshi, Mahou ga Oshigoto Desu.",2016,,TV ,4,"Fantasy,Magic,Shounen Ai",https://www.animeunity.tv/anime/2047-kono-danshi-mahou-ga-oshigoto-desu/
"Kono Danshi, Ningyo Hiroimashita.",2012,,OVA ,1,"Fantasy,Shounen Ai,",https://www.animeunity.tv/anime/2046-kono-danshi-ningyo-hiroimashita/
"Kono Healer, Mendokusai",  2022,Jumondo  ,TV ,12,"Action,Adventure,Comedy",https://www.animeunity.tv/anime/3694-kono-healer-mendokusai/
Kono Minikuku mo Utsukushii Sekai,2004,,TV ,12,"Comedy,Drama,Ecchi",https://www.animeunity.tv/anime/1724-kono-minikuku-mo-utsukushii-sekai/
"Kono Naka ni Hitori, Imouto ga Iru!",2012,,TV ,12,"Comedy,Ecchi,Harem",https://www.animeunity.tv/anime/919-kono-naka-ni-hitori-imouto-ga-iru/
"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",2013,,OVA ,1,"Comedy,Ecchi,Harem",https://www.animeunity.tv/anime/1102-kono-naka-ni-hitori-imouto-ga-iru-ani-imouto-koibito/
Kono Oto Tomare!,2019,,TV ,13,"Drama,Music,School",https://www.animeunity.tv/anime/470-kono-oto-tomare/
Kono Oto Tomare! 2,2019,,TV ,13,"Drama,Music,School",https://www.animeunity.tv/anime/1645-kono-oto-tomare-2/
Kono Sekai no Katasumi ni (ITA),  2016,MAPPA  ,Movie ,1,"Drama,Historical,Seinen",https://www.animeunity.tv/anime/2642-kono-sekai-no-katasumi-ni-ita/
Kono Subarashii Sekai ni Shukufuku wo!,  2016,Studio DEEN  ,TV ,10,"Adventure,Comedy,Fantasy",https://www.animeunity.tv/anime/100-kono-subarashii-sekai-ni-shukufuku-wo/
Kono Subarashii Sekai ni Shukufuku wo! 2,  2017,Studio DEEN  ,TV ,10,"Adventure,Comedy,Fantasy",https://www.animeunity.tv/anime/107-kono-subarashii-sekai-ni-shukufuku-wo-2/
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,  2017,Studio DEEN  ,OVA ,1,"Adventure,Comedy,Fantasy",https://www.animeunity.tv/anime/758-kono-subarashii-sekai-ni-shukufuku-wo-2-kono-subarashii-geijutsu-ni-shukufuku-wo/
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,  2016,Studio DEEN  ,OVA ,1,"Adventure,Comedy,Fantasy",https://www.animeunity.tv/anime/757-kono-subarashii-sekai-ni-shukufuku-wo-kono-subarashii-choker-ni-shukufuku-wo/
Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,  2019,J.C. Staff  ,Movie ,1,"Adventure,Comedy,Fantasy",https://www.animeunity.tv/anime/2145-kono-subarashii-sekai-ni-shukufuku-wo-kurenai-densetsu/
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,2019,,TV ,26,"Drama,Sci-fi,",https://www.animeunity.tv/anime/429-kono-yo-no-hate-de-koi-wo-utau-shoujo-yu-no/
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO Special,2019,,Special ,1,"Drama,Sci-fi,",https://www.animeunity.tv/anime/2402-kono-yo-no-hate-de-koi-wo-utau-shoujo-yu-no-special/
Konohana Kitan,2017,,TV ,12,"Fantasy,Seinen,Shoujo Ai",https://www.animeunity.tv/anime/1299-konohana-kitan/
Kore wa Zombie Desu ka?,2011,,TV ,12,"Action,Comedy,Ecchi",https://www.animeunity.tv/anime/1110-kore-wa-zombie-desu-ka/
Kore wa Zombie Desu ka? of the Dead,2012,,TV ,10,"Action,Comedy,Ecchi",https://www.animeunity.tv/anime/1111-kore-wa-zombie-desu-ka-of-the-dead/
"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",  2012,Studio Deen  ,OVA ,1,"Action,Comedy,Ecchi",https://www.animeunity.tv/anime/3526-kore-wa-zombie-desu-ka-of-the-dead-hai-minotake-ni-attemasu/
Kore wa Zombie Desu ka? OVA,  2011,Studio Deen  ,OVA ,2,"Action,Comedy,Ecchi",https://www.animeunity.tv/anime/3525-kore-wa-zombie-desu-ka-ova/
Koro Sensei Quest!,  2016,Lerche  ,ONA ,12,"Comedy,Magic,Shounen",https://www.animeunity.tv/anime/2884-koro-sensei-quest/
Koro Sensei Quest! (ITA),  2016,Lerche  ,ONA ,12,"Comedy,Shounen,",https://www.animeunity.tv/anime/3687-koro-sensei-quest-ita/
Koroshi Ai,  2022,Platinum Vision  ,TV ,12,"Action,Josei,Romance",https://www.animeunity.tv/anime/3461-koroshi-ai/
Kotarou wa Hitorigurashi,  2022,LIDENFILMS  ,ONA ,10,"Comedy,Seinen,Slice of Life",https://www.animeunity.tv/anime/3612-kotarou-wa-hitorigurashi/
Kotarou wa Hitorigurashi (ITA),  2022,LIDENFILMS  ,ONA ,10,"Comedy,Seinen,Slice of Life",https://www.animeunity.tv/anime/3613-kotarou-wa-hitorigurashi-ita/
Kotoura-san,2013,,TV ,12,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/249-kotoura-san/
Koukaku no Pandora,  2016,"Studio Gokumi, AXsiZ  ",TV ,12,"Action,Comedy,Ecchi",https://www.animeunity.tv/anime/3691-koukaku-no-pandora/
Koukaku no Regios,  2009,ZEXCS  ,TV ,24,"Action,Adventure,Fantasy",https://www.animeunity.tv/anime/1618-koukaku-no-regios/
Koutetsujou no Kabaneri,2016,,TV ,12,"Action,Drama,Fantasy",https://www.animeunity.tv/anime/613-koutetsujou-no-kabaneri/
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,2016,,Movie ,1,"Action,Drama,Fantasy",https://www.animeunity.tv/anime/2249-koutetsujou-no-kabaneri-movie-1-tsudou-hikari/
Koutetsujou no Kabaneri Movie 2: Moeru Inochi,2017,,Movie ,1,"Action,Drama,Fantasy",https://www.animeunity.tv/anime/2250-koutetsujou-no-kabaneri-movie-2-moeru-inochi/
Koutetsujou no Kabaneri Movie 3: Unato Kessen,2019,,Movie ,1,"Action,Drama,Fantasy",https://www.animeunity.tv/anime/2251-koutetsujou-no-kabaneri-movie-3-unato-kessen/
Koutetsujou no Kabaneri Movie 3: Unato Kessen (ITA),2019,,Movie ,3,"Action,Drama,Fantasy",https://www.animeunity.tv/anime/2252-koutetsujou-no-kabaneri-movie-3-unato-kessen-ita/
Kouya no Kotobuki Hikoutai,  2019,"WAO World, GEMBA  ",TV ,12,"Action,Adventure,Military",https://www.animeunity.tv/anime/3790-kouya-no-kotobuki-hikoutai/
Koyomimonogatari,2016,,ONA ,12,"Comedy,Mystery,Supernatural",https://www.animeunity.tv/anime/523-koyomimonogatari/
Kubikiri Cycle,2016,,OVA ,8,"Action,Drama,Mystery",https://www.animeunity.tv/anime/2291-kubikiri-cycle/
Kujira no Kora wa Sajou ni Utau,2017,,TV ,12,"Drama,Fantasy,Mystery",https://www.animeunity.tv/anime/1129-kujira-no-kora-wa-sajou-ni-utau/
