Title,Year,Company,Form,Episodes,Genres,Link
Isekai Shokudou,2017,,TV ,12,"Comedy,Fantasy,Mystery",https://www.animeunity.tv/anime/1179-isekai-shokudou/
Isekai Shokudou 2,  2021,OLM  ,TV ,12,"Fantasy,Slice of Life,",https://www.animeunity.tv/anime/3220-isekai-shokudou-2/
Isekai wa Smartphone to Tomo ni.,2017,,TV ,12,"Adventure,Comedy,Fantasy",https://www.animeunity.tv/anime/223-isekai-wa-smartphone-to-tomo-ni/
Isekai Yakkyoku,  2022,Diomedéa  ,TV ,12,Fantasy,https://www.animeunity.tv/anime/3880-isekai-yakkyoku/
Ishuzoku Reviewers,2020,,TV ,12,"Comedy,Ecchi,Fantasy",https://www.animeunity.tv/anime/2026-ishuzoku-reviewers/
Island,2018,,TV ,12,"Drama,Sci-fi,",https://www.animeunity.tv/anime/117-island/
Isshuukan Friends.,2014,,TV ,12,"Comedy,School,Shounen",https://www.animeunity.tv/anime/1516-isshuukan-friends/
Isuca,2015,,TV ,10,"Action,Ecchi,Romance",https://www.animeunity.tv/anime/132-isuca/
Isuca: Gokuraku,2015,,OVA ,1,"Comedy,Ecchi,Romance",https://www.animeunity.tv/anime/716-isuca-gokuraku/
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,  2020,SILVER LINK.  ,TV ,12,"Action,Adventure,Comedy",https://www.animeunity.tv/anime/2006-itai-no-wa-iya-nano-de-bougyoryoku-ni-kyokufuri-shitai-to-omoimasu/
Itazura na Kiss,2008,,TV ,25,"Comedy,Romance,Shoujo",https://www.animeunity.tv/anime/1171-itazura-na-kiss/
Ito Junji: Collection,2018,,TV ,12,"Comedy,Demons,Drama",https://www.animeunity.tv/anime/1326-ito-junji-collection/
Itsudatte Bokura no Koi wa 10 Centi Datta.,2017,,TV ,6,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/1360-itsudatte-bokura-no-koi-wa-10-centi-datta/
Itsuka Tenma no Kuro Usagi,2011,,TV ,12,"Comedy,Ecchi,Romance",https://www.animeunity.tv/anime/752-itsuka-tenma-no-kuro-usagi/
Iwa Kakeru! Sport Climbing Girls,  2020,BLADE  ,TV ,12,"Comedy,Drama,Ecchi",https://www.animeunity.tv/anime/2806-iwa-kakeru-sport-climbing-girls/
Ixion Saga DT,2012,,TV ,25,"Action,Comedy,Fantasy",https://www.animeunity.tv/anime/687-ixion-saga-dt/
Iya na Kao sare nagara Opantsu Misete Moraitai,2018,,ONA ,6,Ecchi,https://www.animeunity.tv/anime/1890-iya-na-kao-sare-nagara-opantsu-misete-moraitai/
Iya na Kao sare nagara Opantsu Misete Moraitai 2,2019,,ONA ,6,Ecchi,https://www.animeunity.tv/anime/1891-iya-na-kao-sare-nagara-opantsu-misete-moraitai-2/
I★Chu: Halfway Through the Idol,  2021,Lay-duce  ,TV ,12,"Comedy,Music,School",https://www.animeunity.tv/anime/2904-ichu-halfway-through-the-idol/
Jahy-sama wa Kujikenai!,  2021,Silver Link  ,TV ,20,"Comedy,Shounen,Supernatural",https://www.animeunity.tv/anime/3170-jahy-sama-wa-kujikenai/
Jaku-Chara Tomozaki-kun,  2021,Project No.9  ,TV ,12,"Drama,Romance,School",https://www.animeunity.tv/anime/2947-jaku-chara-tomozaki-kun/
Jaku-Chara Tomozaki-kun Specials,  2021,Project No.9  ,Special ,2,"Drama,Romance,School",https://www.animeunity.tv/anime/3624-jaku-chara-tomozaki-kun-specials/
Japan Sinks: 2020 (ITA),  2020,Science SARU  ,ONA ,10,"Drama,Sci-fi,",https://www.animeunity.tv/anime/2460-japan-sinks-2020-ita/
Jashin-chan Dropkick,2018,,TV ,11,"Comedy,Supernatural,",https://www.animeunity.tv/anime/2158-jashin-chan-dropkick/
Jashin-chan Dropkick 2,2020,,TV ,11,"Comedy,Supernatural,",https://www.animeunity.tv/anime/2193-jashin-chan-dropkick-2/
Jashin-chan Dropkick 2: Chitose-hen,2020,,Special ,1,"Comedy,Supernatural,",https://www.animeunity.tv/anime/2414-jashin-chan-dropkick-2-chitose-hen/
Jashin-chan Dropkick Episode 12,  2018,Nomad  ,ONA ,1,"Comedy,Supernatural,",https://www.animeunity.tv/anime/3884-jashin-chan-dropkick-episode-12/
Jashin-chan Dropkick X,  2022,Nomad  ,TV ,12,"Comedy,Supernatural,",https://www.animeunity.tv/anime/3868-jashin-chan-dropkick-x/
Jibaku Shounen Hanako-kun,2020,,TV ,12,"Comedy,School,Shounen",https://www.animeunity.tv/anime/2017-jibaku-shounen-hanako-kun/
Jigoku Shoujo,2005,,TV ,26,"Horror,Mystery,Psychological",https://www.animeunity.tv/anime/688-jigoku-shoujo/
Jigoku Shoujo Futakomori,2006,,TV ,26,"Horror,Mystery,Psychological",https://www.animeunity.tv/anime/689-jigoku-shoujo-futakomori/
Jigoku Shoujo Mitsuganae,2008,,TV ,26,"Mystery,Psychological,Supernatural",https://www.animeunity.tv/anime/690-jigoku-shoujo-mitsuganae/
Jigoku Shoujo: Yoi no Togi,2017,,TV ,12,"Horror,Mystery,Psychological",https://www.animeunity.tv/anime/691-jigoku-shoujo-yoi-no-togi/
Jikan no Shihaisha,2017,,TV ,13,"Shounen,Supernatural,",https://www.animeunity.tv/anime/1057-jikan-no-shihaisha/
Jimihen!!: Jimiko wo Kaechau Jun Isei Kouyuu!!,  2021,Studio Hokiboshi  ,ONA ,8,"Ecchi,Hentai,Romance",https://www.animeunity.tv/anime/2948-jimihen-jimiko-wo-kaechau-jun-isei-kouyuu/
Jingai-san no Yome,2018,,TV ,12,"Comedy,School,Supernatural",https://www.animeunity.tv/anime/281-jingai-san-no-yome/
Jinrui wa Suitai Shimashita,2012,,TV ,12,"Comedy,Fantasy,Seinen",https://www.animeunity.tv/anime/2320-jinrui-wa-suitai-shimashita/
Jinrui wa Suitai Shimashita Specials,2012,,Special ,6,"Comedy,Fantasy,Seinen",https://www.animeunity.tv/anime/2321-jinrui-wa-suitai-shimashita-specials/
Jinsei,2014,,TV ,13,"Comedy,School,Slice of Life",https://www.animeunity.tv/anime/1353-jinsei/
Jitsu wa Watashi wa,2015,,TV ,13,"Comedy,Fantasy,Harem",https://www.animeunity.tv/anime/604-jitsu-wa-watashi-wa/
JoJo no Kimyou na Bouken (TV),  2012,David Production  ,TV ,26,"Action,Adventure,Shounen",https://www.animeunity.tv/anime/2624-jojo-no-kimyou-na-bouken-tv/
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,  2014,David Production  ,TV ,24,"Action,Adventure,Drama",https://www.animeunity.tv/anime/628-jojo-no-kimyou-na-bouken-part-3-stardust-crusaders/
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,  2015,David Production  ,TV ,24,"Action,Adventure,Drama",https://www.animeunity.tv/anime/629-jojo-no-kimyou-na-bouken-part-3-stardust-crusaders-2nd-season/
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,  2016,David Production  ,TV ,39,"Action,Adventure,Comedy",https://www.animeunity.tv/anime/627-jojo-no-kimyou-na-bouken-part-4-diamond-wa-kudakenai/
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,  2018,David Production  ,TV ,39,"Action,Adventure,Shounen",https://www.animeunity.tv/anime/2625-jojo-no-kimyou-na-bouken-part-5-ougon-no-kaze/
JoJo no Kimyou na Bouken Part 6: Stone Ocean,  2021,David Production  ,ONA ,12,"Action,Adventure,Shounen",https://www.animeunity.tv/anime/3327-jojo-no-kimyou-na-bouken-part-6-stone-ocean/
JoJo no Kimyou na Bouken Part 6: Stone Ocean (ITA),  2021,David Production  ,ONA ,12,"Action,Adventure,Shounen",https://www.animeunity.tv/anime/3328-jojo-no-kimyou-na-bouken-part-6-stone-ocean-ita/
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,  2022,David Production  ,ONA ,12,"Action,Adventure,Drama",https://www.animeunity.tv/anime/3998-jojo-no-kimyou-na-bouken-part-6-stone-ocean-part-2/
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2 (ITA),  2022,David Production  ,ONA ,12,"Action,Adventure,Drama",https://www.animeunity.tv/anime/3999-jojo-no-kimyou-na-bouken-part-6-stone-ocean-part-2-ita/
Joker Game,  2016,Production I.G  ,TV ,12,"Drama,Historical,Mystery",https://www.animeunity.tv/anime/2954-joker-game/
Jormungand,2011,,TV ,12,"Action,Adventure,Seinen",https://www.animeunity.tv/anime/848-jormungand/
Jormungand: Perfect Order,2012,,TV ,12,"Action,Adventure,Seinen",https://www.animeunity.tv/anime/849-jormungand-perfect-order/
"Josee, the Tiger and the Fish",  2020,Bones  ,Movie ,1,"Drama,Romance,Slice of Life",https://www.animeunity.tv/anime/3100-josee-the-tiger-and-the-fish/
Joshikausei,2019,,TV ,12,Slice of Life,https://www.animeunity.tv/anime/433-joshikausei/
Joshikousei no Mudazukai,  2019,Passione  ,TV ,12,"Comedy,School,",https://www.animeunity.tv/anime/1159-joshikousei-no-mudazukai/
Joshiraku,2012,,TV ,13,"Comedy,Shounen,Slice of Life",https://www.animeunity.tv/anime/1580-joshiraku/
Joukamachi no Dandelion,2015,,TV ,12,"Comedy,Seinen,Slice of Life",https://www.animeunity.tv/anime/234-joukamachi-no-dandelion/
Jouran: The Princess of Snow and Blood,  2021,Bakken Record  ,TV ,12,"Action,Historical,Supernatural",https://www.animeunity.tv/anime/3006-jouran-the-princess-of-snow-and-blood/
Journal of the Mysterious Creatures  Edit,2019,,ONA ,13,"Supernatural,Vampire,",https://www.animeunity.tv/anime/3066-journal-of-the-mysterious-creatures-edit/
Journal of the Mysterious Creatures Specials,2019,,ONA ,13,Comedy,https://www.animeunity.tv/anime/3067-journal-of-the-mysterious-creatures-specials/
Jubei-chan 2: The Counterattack of Siberia Yagyu,  2004,Madhouse  ,TV ,13,"Adventure,Comedy,Drama",https://www.animeunity.tv/anime/2767-jubei-chan-2-the-counterattack-of-siberia-yagyu/
Jubei-chan the Ninja Girl: Secret of the Lovely Eyepatch,  1999,Madhouse  ,TV ,13,"Action,Adventure,Comedy",https://www.animeunity.tv/anime/2766-jubei-chan-the-ninja-girl-secret-of-the-lovely-eyepatch/
Jujutsu Kaisen,  2020,MAPPA  ,TV ,24,"Action,Demons,Horror",https://www.animeunity.tv/anime/2791-jujutsu-kaisen/
Jujutsu Kaisen (ITA),  2020,MAPPA  ,TV ,24,"Action,Drama,Fantasy",https://www.animeunity.tv/anime/3896-jujutsu-kaisen-ita/
Jujutsu Kaisen 0 Movie,  2022,MAPPA  ,Movie ,1,"Action,Fantasy,School",https://www.animeunity.tv/anime/4036-jujutsu-kaisen-0-movie/
Jujutsu Kaisen 0 Movie (ITA),  2022,MAPPA  ,Movie ,1,"Action,Fantasy,School",https://www.animeunity.tv/anime/4037-jujutsu-kaisen-0-movie-ita/
Junjou Romantica,2008,,TV ,12,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/1814-junjou-romantica/
Junjou Romantica 2,2008,,TV ,12,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/1815-junjou-romantica-2/
Junjou Romantica 3,2015,,TV ,12,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/1816-junjou-romantica-3/
Junjou Romantica OVA,2012,,OVA ,1,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/1817-junjou-romantica-ova/
Junketsu no Maria,  2015,Production I.G  ,TV ,12,"Comedy,Fantasy,Historical",https://www.animeunity.tv/anime/998-junketsu-no-maria/
Just Because!,  2017,PINE JAM  ,TV ,12,"Drama,Romance,School",https://www.animeunity.tv/anime/2636-just-because/
Juubee Ninpuuchou (ITA),  1993,Madhouse  ,Movie ,1,"Adventure,Fantasy,Historical",https://www.animeunity.tv/anime/2977-juubee-ninpuuchou-ita/
Juuni Kokuki,2002,,TV ,45,"Action,Adventure,Fantasy",https://www.animeunity.tv/anime/1275-juuni-kokuki/
Juuni Taisen,2017,,TV ,12,Action,https://www.animeunity.tv/anime/640-juuni-taisen/
Juuou Mujin no Fafnir,2015,,TV ,12,"Fantasy,Harem,Romance",https://www.animeunity.tv/anime/603-juuou-mujin-no-fafnir/
K-On!,2009,,TV ,13,"Comedy,Music,School",https://www.animeunity.tv/anime/693-k-on/
K-On! Movie,2011,,Movie ,1,"Comedy,Music,Slice of Life",https://www.animeunity.tv/anime/695-k-on-movie/
K-On!! 2,2010,,TV ,26,"Comedy,Music,School",https://www.animeunity.tv/anime/694-k-on-2/
K-On!!: Keikaku!,2011,,Special ,1,"Comedy,Music,School",https://www.animeunity.tv/anime/2364-k-on-keikaku/
K-On!: Live House!,2010,,Special ,1,"Comedy,Music,School",https://www.animeunity.tv/anime/2365-k-on-live-house/
K-On!: Ura-On!,2009,,Special ,7,Comedy,https://www.animeunity.tv/anime/2363-k-on-ura-on/
K: Missing Kings,2014,,Movie ,1,"Action,Super Power,Supernatural",https://www.animeunity.tv/anime/1123-k-missing-kings/
K: Project,2012,,TV ,13,"Action,Super Power,Supernatural",https://www.animeunity.tv/anime/764-k-project/
K: Return of Kings,2015,,TV ,13,"Action,Super Power,Supernatural",https://www.animeunity.tv/anime/1122-k-return-of-kings/
K: Seven Stories Movie 1 - R:B - Blaze,2018,,Movie ,1,"Action,Drama,Super Power",https://www.animeunity.tv/anime/1246-k-seven-stories-movie-1-rb-blaze/
K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,  2018,GoHands  ,Movie ,2,"Action,Super Power,Supernatural",https://www.animeunity.tv/anime/2785-k-seven-stories-movie-2-sideblue-tenrou-no-gotoku/
K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai,  2018,GoHands  ,Movie ,2,"Action,Super Power,Supernatural",https://www.animeunity.tv/anime/2962-k-seven-stories-movie-3-sidegreen-uwagaki-sekai/
Kabukichou Sherlock,2019,,TV ,24,"Comedy,Drama,Mystery",https://www.animeunity.tv/anime/1660-kabukichou-sherlock/
Kage kara Mamoru!,2006,,TV ,12,"Comedy,Romance,Shounen",https://www.animeunity.tv/anime/1725-kage-kara-mamoru/
Kageki Shoujo!!,  2021,Pine Jam  ,TV ,13,"Drama,School,Shoujo",https://www.animeunity.tv/anime/3140-kageki-shoujo/
Kaginado,  2021,LIDENFILMS Kyoto Studio  ,TV ,12,"Comedy,Slice of Life,",https://www.animeunity.tv/anime/3265-kaginado/
Kaginado 2,  2022,LIDENFILMS Kyoto Studio  ,TV ,12,"Comedy,Slice of Life,",https://www.animeunity.tv/anime/3696-kaginado-2/
Kaguya-hime no Monogatari,  2013,Studio Ghibli  ,Movie ,1,"Fantasy,Historical,",https://www.animeunity.tv/anime/3807-kaguya-hime-no-monogatari/
Kaguya-sama wa Kokurasetai OVA,  2021,A-1 Pictures  ,OVA ,1,"Comedy,Ecchi,School",https://www.animeunity.tv/anime/3081-kaguya-sama-wa-kokurasetai-ova/
Kaguya-sama: Love is War,  2019,A-1 Pictures  ,TV ,12,"Comedy,Psychological,Romance",https://www.animeunity.tv/anime/354-kaguya-sama-love-is-war/
Kaguya-sama: Love is War 2,  2020,A-1 Pictures  ,TV ,12,"Comedy,Psychological,Romance",https://www.animeunity.tv/anime/2226-kaguya-sama-love-is-war-2/
Kaguya-sama: Love is War 3,  2022,A-1 Pictures  ,TV ,??,"Comedy,Psychological,Romance",https://www.animeunity.tv/anime/3643-kaguya-sama-love-is-war-3/
Kaiba,2008,,TV ,12,"Adventure,Mystery,Romance",https://www.animeunity.tv/anime/1262-kaiba/
Kaichou wa maid-sama!,2010,,TV ,26,"Comedy,Romance,School",https://www.animeunity.tv/anime/805-kaichou-wa-maid-sama/
Kaichou wa Maid-sama!: Omake dayo!,2011,,Special ,1,"Comedy,School,Shoujo",https://www.animeunity.tv/anime/807-kaichou-wa-maid-sama-omake-dayo/
Kaifuku Jutsushi no Yarinaoshi,  2021,TNK  ,TV ,12,"Ecchi,Fantasy,",https://www.animeunity.tv/anime/2938-kaifuku-jutsushi-no-yarinaoshi/
Kakegurui,2017,,TV ,12,"Drama,Game,Mystery",https://www.animeunity.tv/anime/236-kakegurui/
Kakegurui (ITA),2017,,TV ,12,"Drama,Game,Mystery",https://www.animeunity.tv/anime/908-kakegurui-ita/
Kakegurui Twin,  2022,MAPPA  ,ONA ,6,"Drama,Mystery,Psychological",https://www.animeunity.tv/anime/3955-kakegurui-twin/
Kakegurui Twin (ITA),  2022,MAPPA  ,ONA ,6,"Drama,Mystery,Psychological",https://www.animeunity.tv/anime/3956-kakegurui-twin-ita/
Kakegurui××,2019,,TV ,12,"Drama,Game,Mystery",https://www.animeunity.tv/anime/349-kakegurui/
Kakegurui×× (ITA),2019,,TV ,12,"Drama,Game,Mystery",https://www.animeunity.tv/anime/907-kakegurui-ita/
Kakumeiki Valvrave,  2013,Sunrise  ,TV ,12,"Action,Mecha,Military",https://www.animeunity.tv/anime/239-kakumeiki-valvrave/
Kakumeiki Valvrave 2,  2013,Sunrise  ,TV ,12,"Action,Mecha,Space",https://www.animeunity.tv/anime/601-kakumeiki-valvrave-2/
Kakuriyo no Yadomeshi,2018,,TV ,26,"Demons,Supernatural,",https://www.animeunity.tv/anime/1216-kakuriyo-no-yadomeshi/
Kakushigoto,2020,,TV ,12,"Comedy,Shounen,Slice of Life",https://www.animeunity.tv/anime/2175-kakushigoto/
Kaleido Star,  2003,Gonzo  ,TV ,5,"Comedy,Drama,Fantasy",https://www.animeunity.tv/anime/3585-kaleido-star/
Kami nomi zo Shiru Sekai,  2010,Manglobe  ,TV ,12,"Comedy,Harem,Romance",https://www.animeunity.tv/anime/241-kami-nomi-zo-shiru-sekai/
Kami nomi zo Shiru Sekai II,  2011,Manglobe  ,TV ,12,"Comedy,Harem,Romance",https://www.animeunity.tv/anime/243-kami-nomi-zo-shiru-sekai-ii/
Kami nomi zo Shiru Sekai: 4-nin to Idol,  2011,Manglobe  ,OVA ,1,"Comedy,Music,Shounen",https://www.animeunity.tv/anime/1670-kami-nomi-zo-shiru-sekai-4-nin-to-idol/
Kami nomi zo Shiru Sekai: Megami-hen,  2013,Manglobe  ,TV ,12,"Comedy,Harem,Romance",https://www.animeunity.tv/anime/245-kami-nomi-zo-shiru-sekai-megami-hen/
Kami nomi zo Shiru Sekai: Tenri-hen,  2012,Manglobe  ,OVA ,2,"Comedy,Harem,Romance",https://www.animeunity.tv/anime/1671-kami-nomi-zo-shiru-sekai-tenri-hen/
Kami-tachi ni Hirowareta Otoko,  2020,Maho Film  ,TV ,12,"Adventure,Fantasy,Slice of Life",https://www.animeunity.tv/anime/2829-kami-tachi-ni-hirowareta-otoko/
Kamigami no Asobi,2014,,TV ,12,"Fantasy,Harem,Romance",https://www.animeunity.tv/anime/2126-kamigami-no-asobi/
Kamisama Dolls,2011,,TV ,13,"Action,Seinen,Supernatural",https://www.animeunity.tv/anime/2390-kamisama-dolls/
Kamisama Hajimemashita,2012,,TV ,13,"Comedy,Demons,Fantasy",https://www.animeunity.tv/anime/1367-kamisama-hajimemashita/
Kamisama Hajimemashita 2,2015,,TV ,12,"Comedy,Demons,Fantasy",https://www.animeunity.tv/anime/1368-kamisama-hajimemashita-2/
Kamisama Hajimemashita OVA,2013,,OVA ,1,"Comedy,Demons,Fantasy",https://www.animeunity.tv/anime/1370-kamisama-hajimemashita-ova/
Kamisama Hajimemashita: Kako-hen,2015,,OVA ,4,"Comedy,Demons,Fantasy",https://www.animeunity.tv/anime/1369-kamisama-hajimemashita-kako-hen/
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",2016,,OVA ,1,"Comedy,Demons,Fantasy",https://www.animeunity.tv/anime/2421-kamisama-hajimemashita-kamisama-shiawase-ni-naru/
Kamisama Kazoku,2006,,TV ,13,"Comedy,Drama,Fantasy",https://www.animeunity.tv/anime/1767-kamisama-kazoku/
Kamisama no Inai Nichiyoubi,  2013,Madhouse  ,TV ,12,"Action,Fantasy,Mystery",https://www.animeunity.tv/anime/3380-kamisama-no-inai-nichiyoubi/
Kamisama no Memochou,  2011,J.C.Staff  ,TV ,12,Mystery,https://www.animeunity.tv/anime/3954-kamisama-no-memochou/
Kampfer,2009,,TV ,12,"Action,Comedy,Ecchi",https://www.animeunity.tv/anime/1272-kampfer/
Kampfer für die Liebe,2011,,Special ,2,"Action,Comedy,Ecchi",https://www.animeunity.tv/anime/2329-kampfer-fur-die-liebe/
Kanamemo,2009,,TV ,13,"Comedy,Ecchi,Shoujo Ai",https://www.animeunity.tv/anime/2238-kanamemo/
Kanata no Astra,2019,,TV ,12,"Action,Sci-fi,Shounen",https://www.animeunity.tv/anime/1003-kanata-no-astra/
KanColle Movie,  2016,Diomedéa  ,Movie ,1,"Action,Drama,Military",https://www.animeunity.tv/anime/2967-kancolle-movie/
Kandagawa Jet Girls,2019,,TV ,12,Sports,https://www.animeunity.tv/anime/1658-kandagawa-jet-girls/
Kandagawa Jet Girls OVA,2020,,OVA ,1,"Ecchi,Sports,",https://www.animeunity.tv/anime/2245-kandagawa-jet-girls-ova/
Kannagi: Crazy Shrine Maidens,2008,,TV ,13,"Comedy,School,Shounen",https://www.animeunity.tv/anime/1554-kannagi-crazy-shrine-maidens/
Kannagi: Moshimo Kannagi ga Attara...,2009,,Special ,1,"Comedy,School,Shounen",https://www.animeunity.tv/anime/1555-kannagi-moshimo-kannagi-ga-attara/
Kannazuki no Miko,2004,,TV ,12,"Drama,Magic,Mecha",https://www.animeunity.tv/anime/1602-kannazuki-no-miko/
Kanojo ga Flag wo Oraretara,2014,,TV ,13,"Comedy,Harem,Romance",https://www.animeunity.tv/anime/1209-kanojo-ga-flag-wo-oraretara/
Kanojo ga Flag wo Oraretara: Christmas? Sonna Mono ga Boku ni Tsuuyou Suru to Om,2014,,OVA ,1,"Comedy,Harem,Romance",https://www.animeunity.tv/anime/1210-kanojo-ga-flag-wo-oraretara-christmas-sonna-mono-ga-boku-ni-tsuuyou-suru-to-om/
Kanojo mo Kanojo,  2021,Tezuka Productions  ,TV ,12,"Comedy,Romance,School",https://www.animeunity.tv/anime/3124-kanojo-mo-kanojo/
Kanojo to Kanojo no Neko: Everything Flows,  2016,LIDENFILMS  ,TV ,4,"Psychological,Romance,Slice of Life",https://www.animeunity.tv/anime/2547-kanojo-to-kanojo-no-neko-everything-flows/
Kanokon,2008,,TV ,12,"Comedy,Ecchi,Harem",https://www.animeunity.tv/anime/609-kanokon/
Kanokon: Manatsu no Dai Shanikusai,2009,,OVA ,2,"Ecchi,Romance,Slice of Life",https://www.animeunity.tv/anime/610-kanokon-manatsu-no-dai-shanikusai/
Kanon,  2002,Toei Animation  ,TV ,13,"Drama,Romance,Slice of Life",https://www.animeunity.tv/anime/2882-kanon/
Kanon (2006),2006,,TV ,24,"Drama,Romance,Slice of Life",https://www.animeunity.tv/anime/2187-kanon-2006/
Kantai Collection: KanColle,2015,,TV ,12,"Action,Military,School",https://www.animeunity.tv/anime/1829-kantai-collection-kancolle/
Kara no Kyoukai 1: Fukan Fuukei,2007,,Movie ,1,"Action,Mystery,Supernatural",https://www.animeunity.tv/anime/1232-kara-no-kyoukai-1-fukan-fuukei/
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),2007,,Movie ,1,"Action,Mystery,Romance",https://www.animeunity.tv/anime/1233-kara-no-kyoukai-2-satsujin-kousatsu-zen/
Kara no Kyoukai 3: Tsuukaku Zanryuu,2008,,Movie ,1,"Action,Drama,Mystery",https://www.animeunity.tv/anime/1234-kara-no-kyoukai-3-tsuukaku-zanryuu/
Kara no Kyoukai 4: Garan no Dou,2008,,Movie ,1,"Action,Mystery,Supernatural",https://www.animeunity.tv/anime/1235-kara-no-kyoukai-4-garan-no-dou/
Kara no Kyoukai 5: Mujun Rasen,2008,,Movie ,1,"Action,Drama,Mystery",https://www.animeunity.tv/anime/1236-kara-no-kyoukai-5-mujun-rasen/
Kara no Kyoukai 6: Boukyaku Rokuon,2008,,Movie ,1,"Action,Magic,Mystery",https://www.animeunity.tv/anime/1237-kara-no-kyoukai-6-boukyaku-rokuon/
Kara no Kyoukai 7: Satsujin Kousatsu (Kou),2009,,Movie ,1,"Action,Mystery,Romance",https://www.animeunity.tv/anime/1238-kara-no-kyoukai-7-satsujin-kousatsu-kou/
Kara no Kyoukai 8: Shuushou,2009,,Special ,1,Mystery,https://www.animeunity.tv/anime/1239-kara-no-kyoukai-8-shuushou/
Kara no Kyoukai Remix: Gate of Seventh Heaven,2009,,Movie ,1,"Action,Mystery,Romance",https://www.animeunity.tv/anime/1240-kara-no-kyoukai-remix-gate-of-seventh-heaven/
Kara no Kyoukai: Mirai Fukuin,2013,,Movie ,1,"Drama,Mystery,Seinen",https://www.animeunity.tv/anime/1241-kara-no-kyoukai-mirai-fukuin/
Kara no Kyoukai: Mirai Fukuin - Extra Chorus,2013,,Special ,1,"Drama,Mystery,Seinen",https://www.animeunity.tv/anime/1242-kara-no-kyoukai-mirai-fukuin-extra-chorus/
Karakai Jouzu no Takagi-san,2018,,TV ,12,"Comedy,Romance,School",https://www.animeunity.tv/anime/1135-karakai-jouzu-no-takagi-san/
Karakai Jouzu no Takagi-san 2,2019,,TV ,12,"Comedy,Romance,School",https://www.animeunity.tv/anime/1134-karakai-jouzu-no-takagi-san-2/
Karakai Jouzu no Takagi-san 3,  2022,Shin-Ei Animation  ,TV ,12,"Comedy,Romance,School",https://www.animeunity.tv/anime/3442-karakai-jouzu-no-takagi-san-3/
Karakai Jouzu no Takagi-san OVA,2018,,OVA ,1,"Comedy,Romance,School",https://www.animeunity.tv/anime/1136-karakai-jouzu-no-takagi-san-ova/
Karakuri Circus,2018,,TV ,36,"Adventure,Mystery,Shounen",https://www.animeunity.tv/anime/304-karakuri-circus/
Karakuri no Kimi,  2000,TMS Entertainment  ,OVA ,1,"Action,Comedy,Fantasy",https://www.animeunity.tv/anime/3487-karakuri-no-kimi/
Karas,  2005,Tatsunoko Production  ,OVA ,6,"Action,Fantasy,Sci-fi",https://www.animeunity.tv/anime/2772-karas/
Karin,2005,,TV ,24,"Comedy,Romance,School",https://www.animeunity.tv/anime/1705-karin/
Karin Piccola Dea (ITA),2007,,TV ,26,"Comedy,Fantasy,Magic",https://www.animeunity.tv/anime/2103-karin-piccola-dea-ita/
Karneval,2013,,TV ,13,"Action,Fantasy,Josei",https://www.animeunity.tv/anime/2071-karneval/
Kashimashi: Girl Meets Girl,2006,,TV ,12,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/2241-kashimashi-girl-meets-girl/
Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,2006,,OVA ,1,"Comedy,Drama,Romance",https://www.animeunity.tv/anime/2242-kashimashi-girl-meets-girl-shoujo-wa-shoujo-ni-koi-wo-shita/
Katanagatari,2010,,TV ,12,"Action,Adventure,Historical",https://www.animeunity.tv/anime/39-katanagatari/
Katekyo Hitman Reborn!,2006,,TV ,203,"Action,Comedy,Shounen",https://www.animeunity.tv/anime/403-katekyo-hitman-reborn/
Katekyo Hitman Reborn! (ITA),  2006,Artland  ,TV ,30,"Action,Comedy,Shounen",https://www.animeunity.tv/anime/1914-katekyo-hitman-reborn-ita/
Katsugeki Touken Ranbu,  2017,ufotable  ,TV ,13,"Action,Fantasy,Historical",https://www.animeunity.tv/anime/2632-katsugeki-touken-ranbu/
Katsute Kami Datta Kemono-tachi e,2019,,TV ,12,"Action,Drama,Fantasy",https://www.animeunity.tv/anime/944-katsute-kami-datta-kemono-tachi-e/
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,  2019,"Geek Toys, Seven  ",TV ,12,"Comedy,Ecchi,Harem",https://www.animeunity.tv/anime/1109-kawaikereba-hentai-demo-suki-ni-natte-kuremasu-ka/
Kaze ga Tsuyoku Fuiteiru,2018,,TV ,23,"Drama,Seinen,Sports",https://www.animeunity.tv/anime/280-kaze-ga-tsuyoku-fuiteiru/
